time_stamp,open,close,adjust,usage,comment
May-12,10096.7290,10102.9220,0.0000,6.1930,Return from 4 weeks in Aus
Jun-12,10102.9220,10133.8730,0.0000,30.9510,
Jul-12,10133.8730,10169.4670,0.0000,35.5940,
Aug-12,10169.4670,10203.9000,0.0000,34.4330,Jo&Francesco Visited.
Sep-12,10203.9000,10228.1470,0.0000,24.2470,Heating activated 01.10
Oct-12,10228.1470,10339.7300,0.0000,111.5830,Taken 31.10.12@18:30 before going to Lisbon for 3 days.
Nov-12,10339.7300,10492.0340,0.0000,152.3040,
Dec-12,10492.0340,10700.4400,0.0000,208.4060,
Jan-13,10700.4400,10923.2240,0.0000,222.7840,
Feb-13,10923.2240,11128.6100,0.0000,205.3860,
Mar-13,11128.6100,11300.2840,0.0000,171.6740,
Apr-13,11300.2840,12.1480,11349.9880,61.8520,"Lighting system 0.539kWh R33d09h A09d17h GAS counter was changed. Vacation in Spain, two weeks"
May-13,12.1480,69.7850,0.0000,57.6370,No reading for lighting system. Still very cold. Heating was put back on!
Jun-13,69.7850,106.5550,0.0000,36.7700,
Jul-13,106.5550,134.6310,0.0000,28.0760,
Aug-13,134.6310,164.7970,0.0000,30.1660,
Sep-13,164.7970,205.2600,0.0000,40.4630,Kelly visited for the month.
Oct-13,205.2600,295.0380,0.0000,89.7780,
Nov-13,295.0380,438.6670,0.0000,143.6290,Forgot to take the lighting record time before clearing. Very cold month.
Dec-13,438.6670,612.9250,0.0000,174.2580,Installed new thermostats and the wood fire
Jan-14,612.9250,761.7200,0.0000,148.7950,
Feb-14,761.7200,886.4100,0.0000,124.6900,
Mar-14,886.4100,988.7570,0.0000,102.3470,
Apr-14,988.7570,1031.5980,0.0000,42.8410,Started to turn the gas off during this month.
May-14,1031.5980,1068.8890,0.0000,37.2910,Had to use the electric heater this month
Jun-14,1068.8890,1099.7460,0.0000,30.8570,Pfingston weekend away camping.
Jul-14,1099.7460,1131.8970,0.0000,32.1510,"Visitors: Graeme, then Bart and Melane"
Aug-14,1131.8970,1162.7600,0.0000,30.8630,Made grape gelé - Water and Electricity (2 x party mode)
Sep-14,1162.7600,1192.5900,0.0000,29.8300,Started using the wood heater more.
Oct-14,1192.5900,1233.0800,0.0000,40.4900,Started the heating system in the later part of this month.
Nov-14,1233.0800,1320.4410,0.0000,87.3610,
Dec-14,1320.4410,1366.8100,0.0000,46.3690,Vacation in Australia (Recorded 03.01.15)
Jan-15,1366.8100,1556.1700,0.0000,189.3600,
Feb-15,1556.1700,1738.5380,0.0000,182.3680,
Mar-15,1738.5380,1866.0700,0.0000,127.5320,
Apr-15,1866.0700,1949.3800,0.0000,83.3100,
May-15,1949.3800,1986.1520,0.0000,36.7720,Turned the heating off. 
Jun-15,1986.1520,2024.1460,0.0000,37.9940,Changed the hot water times to also come on in the evening
Jul-15,2024.1460,2060.3290,0.0000,36.1830,
Aug-15,2060.3290,2094.7880,0.0000,34.4590,
Sep-15,2094.7880,2129.1080,0.0000,34.3200,
Oct-15,2129.1080,2288.8000,0.0000,159.6920,
Nov-15,2288.8000,2331.3800,0.0000,42.5800,
Dec-15,2331.3800,2472.6090,0.0000,141.2290,
Jan-16,2472.6090,2653.3000,0.0000,180.6910,Usage of electric heater in the cellar
Feb-16,2653.3000,2801.7870,0.0000,148.4870,Vacation to Mallorca. Cellar packed up for refurbishment
Mar-16,2801.7870,2956.6700,0.0000,154.8830,Vacation to USA
Apr-16,2956.6700,3042.0300,0.0000,85.3600,Vacation to USA plus cellar renovation
May-16,3042.0300,3098.3030,0.0000,56.2730,
Jun-16,3098.3030,3135.2500,0.0000,36.9470,
Jul-16,3135.2500,3168.5630,0.0000,33.3130,
Aug-16,3168.5630,3204.7450,0.0000,36.1820,Visitors - the last weekend
Sep-16,3204.7450,3228.7200,0.0000,23.9750,Switched on the heater 30.09.16
Oct-16,3228.7200,3331.9470,0.0000,103.2270,
Nov-16,3331.9470,3494.7580,0.0000,162.8110,The water meter was changed Reading: 479m3
Dec-16,3494.7580,3684.6300,0.0000,189.8720,
Jan-17,3684.6300,3978.3780,0.0000,293.7480,Set the workshop heater to 17 degrees
Feb-17,3978.3780,4119.9650,0.0000,141.5870,The heating started to fail 27.02.17
Mar-17,4119.9650,4247.0470,0.0000,127.0820,Recorded a day early - Headed to Australia for two weeks.
Apr-17,4247.0470,4316.0420,0.0000,68.9950,
May-17,4316.0420,4380.4800,0.0000,64.4380,Turned the heating off. 
Jun-17,4380.4800,4413.1410,0.0000,32.6610,
