time_stamp,open,close,adjust,usage,comment
Apr-13,27409.3000,27603.2000,0.0000,193.9000,"Lighting system 0.539kWh R33d09h A09d17h GAS counter was changed. Vacation in Spain, two weeks"
May-13,27603.2000,27860.8000,0.0000,257.6000,No reading for lighting system. Still very cold. Heating was put back on!
Jun-13,27860.8000,28079.7000,0.0000,218.9000,
Jul-13,28079.7000,28236.4000,0.0000,156.7000,
Aug-13,28236.4000,28535.7000,0.0000,299.3000,
Sep-13,28535.7000,28694.6000,0.0000,158.9000,Kelly visited for the month.
Oct-13,28694.6000,29009.4000,0.0000,314.8000,
Nov-13,29009.4000,29314.4000,0.0000,305.0000,Forgot to take the lighting record time before clearing. Very cold month.
Dec-13,29314.4000,29650.4000,0.0000,336.0000,Installed new thermostats and the wood fire
Jan-14,29650.4000,29989.8500,0.0000,339.4500,
Feb-14,29989.8500,30268.1000,0.0000,278.2500,
Mar-14,30268.1000,30537.2000,0.0000,269.1000,
Apr-14,30537.2000,30746.2000,0.0000,209.0000,Started to turn the gas off during this month.
May-14,30746.2000,31016.1000,0.0000,269.9000,Had to use the electric heater this month
Jun-14,31016.1000,31229.7500,0.0000,213.6500,Pfingston weekend away camping.
Jul-14,31229.7500,31469.7000,0.0000,239.9500,"Visitors: Graeme, then Bart and Melane"
Aug-14,31469.7000,31708.0000,0.0000,238.3000,Made grape gelé - Water and Electricity (2 x party mode)
Sep-14,31708.0000,31954.4000,0.0000,246.4000,Started using the wood heater more.
Oct-14,31954.4000,32247.7000,0.0000,293.3000,Started the heating system in the later part of this month.
Nov-14,32247.7000,32544.7000,0.0000,297.0000,
Dec-14,32544.7000,32669.6000,0.0000,124.9000,Vacation in Australia (Recorded 03.01.15)
Jan-15,32669.6000,33025.0000,0.0000,355.4000,
Feb-15,33025.0000,33299.0000,0.0000,274.0000,
Mar-15,33299.0000,33594.1000,0.0000,295.1000,
Apr-15,33594.1000,33852.7000,0.0000,258.6000,
May-15,33852.7000,34091.0000,0.0000,238.3000,Turned the heating off. 
Jun-15,34091.0000,34337.6000,0.0000,246.6000,Changed the hot water times to also come on in the evening
Jul-15,34337.6000,34587.4000,0.0000,249.8000,
Aug-15,34587.4000,34839.7000,0.0000,252.3000,
Sep-15,34839.7000,35107.8000,0.0000,268.1000,
Oct-15,35107.8000,35389.1000,0.0000,281.3000,
Nov-15,35389.1000,35743.7000,0.0000,354.6000,
Dec-15,35743.7000,36094.8000,0.0000,351.1000,
Jan-16,36094.8000,36446.3000,0.0000,351.5000,Usage of electric heater in the cellar
Feb-16,36446.3000,36761.6000,0.0000,315.3000,Vacation to Mallorca. Cellar packed up for refurbishment
Mar-16,36761.6000,37082.9000,0.0000,321.3000,Vacation to USA
Apr-16,37082.9000,37304.5000,0.0000,221.6000,Vacation to USA plus cellar renovation
May-16,37304.5000,37622.3000,0.0000,317.8000,
Jun-16,37622.3000,37900.7000,0.0000,278.4000,
Jul-16,37900.7000,38177.9000,0.0000,277.2000,
Aug-16,38177.9000,38478.1000,0.0000,300.2000,Visitors - the last weekend
Sep-16,38478.1000,38681.6000,0.0000,203.5000,Switched on the heater 30.09.16
Oct-16,38681.6000,39016.4000,0.0000,334.8000,
Nov-16,39016.4000,39372.4000,0.0000,356.0000,The water meter was changed Reading: 479m3
Dec-16,39372.4000,39785.5000,0.0000,413.1000,
Jan-17,39785.5000,40133.8000,0.0000,348.3000,Set the workshop heater to 17 degrees
Feb-17,40133.8000,40467.0000,0.0000,333.2000,The heating started to fail 27.02.17
Mar-17,40467.0000,40812.3000,0.0000,345.3000,Recorded a day early - Headed to Australia for two weeks.
Apr-17,40812.3000,41044.2000,0.0000,231.9000,
May-17,41044.2000,41369.7500,0.0000,325.5500,Turned the heating off. 
Jun-17,41369.7500,41617.8000,0.0000,248.0500,
